Linguagem,Projeto,Numero de Tokens de Codigo Fonte (Excluindo Tokens de Comentario),Numero de Tokens apenas dos Comentarios,Numero Total de Tokens do Projeto,NTCF/NTTP (%),NTC/NTTP (%),Numero de Caracteres de Codigo Fonte (Excluindo Caracteres de Comentario),Numero de Caracteres apenas dos Comentarios,Numero Total de Carateres do Projeto,NCCF/NTCP (%),NCC/NTCP (%)
JavaScript,niklasvh | html2canvas,85959,11424,97383,88.27,11.73,311712,40275,351987,88.56,11.44
JavaScript,nolimits4web | swiper,245552,5468,251020,97.82,2.18,850536,24441,874977,97.21,2.79
JavaScript,nosir | cleave.js,3815296,175915,3991211,95.59,4.41,8584699,811385,9396084,91.36,8.64
JavaScript,nuxt | nuxt.js,152887,23891,176778,86.49,13.51,624657,86333,710990,87.86,12.14
JavaScript,nylas | nylas-mail,550038,12804,562842,97.73,2.27,1006222,51036,1057258,95.17,4.83
JavaScript,ovity | octotree,142779,5672,148451,96.18,3.82,395336,21753,417089,94.78,5.22
JavaScript,parcel-bundler | parcel,129489,9010,138499,93.49,6.51,481168,38417,519585,92.61,7.39
JavaScript,parse-community | parse-server,433193,33816,467009,92.76,7.24,1572079,139851,1711930,91.83,8.17
JavaScript,paularmstrong | normalizr,13216,261,13477,98.06,1.94,46878,1152,48030,97.60,2.40
JavaScript,petkaantonov | bluebird,251846,19155,271001,92.93,7.07,841701,74668,916369,91.85,8.15
JavaScript,photonstorm | phaser,3288494,2658657,5947151,55.30,44.70,9141399,10773480,19914879,45.90,54.10
JavaScript,pixijs | pixi.js,195200,94589,289789,67.36,32.64,665430,375184,1040614,63.95,36.05
JavaScript,Popmotion | popmotion,374882,8198,383080,97.86,2.14,1216753,1284038,2500791,48.65,51.35
JavaScript,postcss | autoprefixer,44003,3772,47775,92.10,7.90,169072,15527,184599,91.59,8.41
JavaScript,postcss | postcss,26023,6,26029,99.98,0.02,86895,22,86917,99.97,0.03
JavaScript,prettier | prettier,362209,59211,421420,85.95,14.05,1227445,222454,1449899,84.66,15.34
JavaScript,pugjs | pug,49638,4232,53870,92.14,7.86,175118,13936,189054,92.63,7.37
JavaScript,quilljs | quill,74785,838,75623,98.89,1.11,289629,4364,293993,98.52,1.48
JavaScript,ramda | ramda,175220,114159,289379,60.55,39.45,475412,304564,779976,60.95,39.05
JavaScript,react-boilerplate | react-boilerplate,38950,5158,44108,88.31,11.69,165636,22358,187994,88.11,11.89
JavaScript,react-bootstrap | react-bootstrap,106057,9858,115915,91.50,8.50,409050,38288,447338,91.44,8.56
