Linguagem,Projeto,Quantidade de Contribuidores,URL
C,beanstalkd | beanstalkd,45,https://github.com/beanstalkd/beanstalkd.git
C,rswier | c4,5,https://github.com/rswier/c4.git
C,lpereira | lwan,35,https://github.com/lpereira/lwan.git
C,glfw | glfw,127,https://github.com/glfw/glfw.git
C,rofl0r | proxychains-ng,21,https://github.com/rofl0r/proxychains-ng.git
C,videolan | vlc,278,https://github.com/videolan/vlc.git
C,borgbackup | borg,157,https://github.com/borgbackup/borg.git
C,Tencent | matrix,10,https://github.com/Tencent/matrix.git
C,huangz1990 | redis-3.0-annotated,103,https://github.com/huangz1990/redis-3.0-annotated.git
C,orangeduck | Cello,22,https://github.com/orangeduck/Cello.git
C,systemd | systemd,363,https://github.com/systemd/systemd.git
C,spacehuhn | esp8266_deauther,32,https://github.com/spacehuhn/esp8266_deauther.git
C,nodejs | http-parser,77,https://github.com/nodejs/http-parser.git
C,libevent | libevent,143,https://github.com/libevent/libevent.git
C,nanomsg | nanomsg,85,https://github.com/nanomsg/nanomsg.git
C,Xfennec | progress,19,https://github.com/Xfennec/progress.git
C,philipl | pifs,3,https://github.com/philipl/pifs.git
C,happyfish100 | fastdfs,4,https://github.com/happyfish100/fastdfs.git
C,HandBrake | HandBrake,63,https://github.com/HandBrake/HandBrake.git
C,AppImage | AppImageKit,36,https://github.com/AppImage/AppImageKit.git
C,wangzheng0822 | algo,79,https://github.com/wangzheng0822/algo.git
C,vmg | redcarpet,96,https://github.com/vmg/redcarpet.git
C,pervognsen | bitwise,11,https://github.com/pervognsen/bitwise.git
C,Tencent | xLua,26,https://github.com/Tencent/xLua.git
C,coolwanglu | vim.js,2,https://github.com/coolwanglu/vim.js.git
C,bartobri | no-more-secrets,14,https://github.com/bartobri/no-more-secrets.git
C,mruby | mruby,237,https://github.com/mruby/mruby.git
C,vysheng | tg,60,https://github.com/vysheng/tg.git
C,google | ios-webkit-debug-proxy,22,https://github.com/google/ios-webkit-debug-proxy.git
C,i3 | i3,216,https://github.com/i3/i3.git
C,matz | streem,31,https://github.com/matz/streem.git
C,offensive-security | exploitdb,13,https://github.com/offensive-security/exploitdb.git
C,id-Software | Quake-III-Arena,1,https://github.com/id-Software/Quake-III-Arena.git
C,freebsd | freebsd,169,https://github.com/freebsd/freebsd.git
C,zserge | webview,20,https://github.com/zserge/webview.git
C,davatorium | rofi,77,https://github.com/davatorium/rofi.git
C,qmk | qmk_firmware,382,https://github.com/qmk/qmk_firmware.git
C,go-vgo | robotgo,9,https://github.com/go-vgo/robotgo.git
C,zfsonlinux | zfs,308,https://github.com/zfsonlinux/zfs.git
C,leandromoreira | ffmpeg-libav-tutorial,10,https://github.com/leandromoreira/ffmpeg-libav-tutorial.git
C,id-Software | DOOM,1,https://github.com/id-Software/DOOM.git
C,google | oss-fuzz,222,https://github.com/google/oss-fuzz.git
C,antirez | kilo,1,https://github.com/antirez/kilo.git
C,hishamhm | htop,68,https://github.com/hishamhm/htop.git
C,CameraKit | camerakit-android,26,https://github.com/CameraKit/camerakit-android.git
C,jonls | redshift,46,https://github.com/jonls/redshift.git
C,ZipArchive | ZipArchive,74,https://github.com/ZipArchive/ZipArchive.git
C,rhysd | vim.wasm,3,https://github.com/rhysd/vim.wasm.git
C,Qihoo360 | Atlas,9,https://github.com/Qihoo360/Atlas.git
C,lz4 | lz4,73,https://github.com/lz4/lz4.git
C,laruence | yaf,17,https://github.com/laruence/yaf.git
C,openwrt | openwrt,382,https://github.com/openwrt/openwrt.git
C,rui314 | 8cc,9,https://github.com/rui314/8cc.git
C,jemalloc | jemalloc,89,https://github.com/jemalloc/jemalloc.git
C,cinder | Cinder,103,https://github.com/cinder/Cinder.git
C,gali8 | Tesseract-OCR-iOS,22,https://github.com/gali8/Tesseract-OCR-iOS.git
C,Provenance-Emu | Provenance,54,https://github.com/Provenance-Emu/Provenance.git
C,upx | upx,6,https://github.com/upx/upx.git
C,redis | hiredis,89,https://github.com/redis/hiredis.git
C,IAIK | meltdown,13,https://github.com/IAIK/meltdown.git
C,OpenVPN | openvpn,102,https://github.com/OpenVPN/openvpn.git
C,fastos | fastsocket,11,https://github.com/fastos/fastsocket.git
C,chrismaltby | gb-studio,2,https://github.com/chrismaltby/gb-studio.git
C,sumatrapdfreader | sumatrapdf,27,https://github.com/sumatrapdfreader/sumatrapdf.git
C,stanfordnlp | GloVe,15,https://github.com/stanfordnlp/GloVe.git
C,mozilla | mozjpeg,48,https://github.com/mozilla/mozjpeg.git
C,wishstudio | flinux,10,https://github.com/wishstudio/flinux.git
C,pando-project | jerryscript,86,https://github.com/pando-project/jerryscript.git
C,nonstriater | Learn-Algorithms,6,https://github.com/nonstriater/Learn-Algorithms.git
C,sqlcipher | sqlcipher,16,https://github.com/sqlcipher/sqlcipher.git
C,aquynh | capstone,177,https://github.com/aquynh/capstone.git
C,Meituan-Dianping | SQLAdvisor,2,https://github.com/Meituan-Dianping/SQLAdvisor.git
C,wren-lang | wren,78,https://github.com/wren-lang/wren.git
C,pocoproject | poco,193,https://github.com/pocoproject/poco.git
C,awslabs | s2n,83,https://github.com/awslabs/s2n.git
C,citusdata | citus,32,https://github.com/citusdata/citus.git
C,apple | swift-corelibs-foundation,287,https://github.com/apple/swift-corelibs-foundation.git
C,kbengine | kbengine,26,https://github.com/kbengine/kbengine.git
C,Airblader | i3,226,https://github.com/Airblader/i3.git
C,cstack | db_tutorial,16,https://github.com/cstack/db_tutorial.git
C,visit1985 | mdp,23,https://github.com/visit1985/mdp.git
C,begeekmyfriend | yasea,12,https://github.com/begeekmyfriend/yasea.git
C,tbodt | ish,14,https://github.com/tbodt/ish.git
C,erincatto | Box2D,11,https://github.com/erincatto/Box2D.git
C,espressif | esp-idf,238,https://github.com/espressif/esp-idf.git
C,espressif | arduino-esp32,204,https://github.com/espressif/arduino-esp32.git
C,EZLippi | Tinyhttpd,5,https://github.com/EZLippi/Tinyhttpd.git
C,nelhage | reptyr,29,https://github.com/nelhage/reptyr.git
C,JoeDog | siege,15,https://github.com/JoeDog/siege.git
C,krakjoe | pthreads,32,https://github.com/krakjoe/pthreads.git
C,cmus | cmus,107,https://github.com/cmus/cmus.git
C,mattn | go-sqlite3,113,https://github.com/mattn/go-sqlite3.git
C,greenplum-db | gpdb,201,https://github.com/greenplum-db/gpdb.git
