Linguagem,Projeto,Numero de Tokens de Codigo Fonte (Excluindo Tokens de Comentario),Numero de Tokens apenas dos Comentarios,Numero Total de Tokens do Projeto,NTCF/NTTP (%),NTC/NTTP (%),Numero de Caracteres de Codigo Fonte (Excluindo Caracteres de Comentario),Numero de Caracteres apenas dos Comentarios,Numero Total de Carateres do Projeto,NCCF/NTCP (%),NCC/NTCP (%)
PHP,kanboard | kanboard,1008361,300000,1308361,77.07,22.93,6130257,1058923,7189180,85.27,14.73
PHP,KnpLabs | snappy,8337,2130,10467,79.65,20.35,36948,8400,45348,81.48,18.52
PHP,kriswallsmith | assetic,58308,19115,77423,75.31,24.69,257005,76523,333528,77.06,22.94
PHP,laravel | framework,764822,241867,1006689,75.97,24.03,3264809,956660,4221469,77.34,22.66
PHP,laravel | laravel,5774,12015,17789,32.46,67.54,30178,35150,65328,46.19,53.81
PHP,laravel | lumen,1027,1847,2874,35.73,64.27,4639,5857,10496,44.20,55.80
PHP,laravel | socialite,7060,2684,9744,72.45,27.55,31664,9990,41654,76.02,23.98
PHP,laravel | telescope,25672,7882,33554,76.51,23.49,115655,30651,146306,79.05,20.95
PHP,laravel | tinker,1203,631,1834,65.59,34.41,5230,2147,7377,70.90,29.10
PHP,lcobucci | jwt,22961,8364,31325,73.30,26.70,107647,52678,160325,67.14,32.86
PHP,Maatwebsite | Laravel-Excel,46632,11398,58030,80.36,19.64,209192,39823,249015,84.01,15.99
PHP,magento | magento2,9000538,2763311,11763849,76.51,23.49,42783471,14027323,56810794,75.31,24.69
PHP,matomo-org | matomo,1473041,612925,2085966,70.62,29.38,8288757,2531170,10819927,76.61,23.39
PHP,mautic | mautic,1627625,445571,2073196,78.51,21.49,7751211,1870504,9621715,80.56,19.44
PHP,maximebf | php-debugbar,31655,13048,44703,70.81,29.19,136289,51906,188195,72.42,27.58
PHP,mgp25 | Chat-API,97082,23749,120831,80.35,19.65,429193,92931,522124,82.20,17.80
PHP,mgp25 | Instagram-API,119349,183840,303189,39.36,60.64,629065,738352,1367417,46.00,54.00
PHP,mledoze | countries,1646,575,2221,74.11,25.89,7697,2267,9964,77.25,22.75
PHP,mockery | mockery,61318,29722,91040,67.35,32.65,275999,126982,402981,68.49,31.51
PHP,monicahq | monica,458812,83445,542257,84.61,15.39,3291457,292102,3583559,91.85,8.15
PHP,mtdowling | cron-expression,9826,3467,13293,73.92,26.08,40020,14108,54128,73.94,26.06
PHP,myclabs | DeepCopy,7062,1045,8107,87.11,12.89,31682,4639,36321,87.23,12.77
PHP,nemoTyrant | manong,2113,239,2352,89.84,10.16,9471,843,10314,91.83,8.17
PHP,nextcloud | server,1994565,1015416,3009981,66.27,33.73,9007283,4115950,13123233,68.64,31.36
PHP,nikic | FastRoute,7374,2846,10220,72.15,27.85,31783,8429,40212,79.04,20.96
PHP,nikic | PHP-Parser,157326,23622,180948,86.95,13.05,522917,95279,618196,84.59,15.41
PHP,nrk | predis,194653,81303,275956,70.54,29.46,871922,330191,1202113,72.53,27.47
PHP,octobercms | october,372651,105207,477858,77.98,22.02,2720912,380076,3100988,87.74,12.26
PHP,opencart | opencart,1754047,205291,1959338,89.52,10.48,7983021,831370,8814391,90.57,9.43
PHP,overtrue | wechat,132053,49201,181254,72.86,27.14,586268,218635,804903,72.84,27.16
PHP,owncloud | core,1560531,790620,2351151,66.37,33.63,6839025,3183866,10022891,68.23,31.77
