Linguagem,Projeto,Numero de Tokens de Codigo Fonte (Excluindo Tokens de Comentario),Numero de Tokens apenas dos Comentarios,Numero Total de Tokens do Projeto,NTCF/NTTP (%),NTC/NTTP (%),Numero de Caracteres de Codigo Fonte (Excluindo Caracteres de Comentario),Numero de Caracteres apenas dos Comentarios,Numero Total de Carateres do Projeto,NCCF/NTCP (%),NCC/NTCP (%),Numero de Linhas de Codigo Fonte (Excluindo Linhas de Comentario),Numero de Linhas apenas do Comentarios,Numero Total de Linhas do Projeto,NLCF/NTLP (%),NLC/NTLP (%)
PHP,octobercms | october,372651,105207,477858,77.98,22.02,2720912,380076,3100988,87.74,12.26,77545,18465,96010,80.77,19.23
PHP,magento | magento2,9000538,2763311,11763849,76.51,23.49,42783471,14027323,56810794,75.31,24.69,1517100,804352,2321452,65.35,34.65
PHP,bcit-ci | CodeIgniter,209739,222945,432684,48.47,51.53,848334,735377,1583711,53.57,46.43,35598,29409,65007,54.76,45.24
PHP,lcobucci | jwt,22961,8364,31325,73.30,26.70,107647,52678,160325,67.14,32.86,3891,2605,6496,59.90,40.10
PHP,kalcaddle | KodExplorer,537703,61553,599256,89.73,10.27,3097662,207862,3305524,93.71,6.29,58354,5920,64274,90.79,9.21
PHP,opencart | opencart,1754047,205291,1959338,89.52,10.48,7983021,831370,8814391,90.57,9.43,227484,39200,266684,85.30,14.70
PHP,Behat | Behat,102069,71204,173273,58.91,41.09,533797,285198,818995,65.18,34.82,18366,18065,36431,50.41,49.59
PHP,bobthecow | psysh,76153,37677,113830,66.90,33.10,336703,145759,482462,69.79,30.21,13806,7729,21535,64.11,35.89
PHP,laravel | telescope,25672,7882,33554,76.51,23.49,115655,30651,146306,79.05,20.95,4080,2118,6198,65.83,34.17
PHP,phalcon | cphalcon,505747,405680,911427,55.49,44.51,2414304,1642655,4056959,59.51,40.49,104553,88892,193445,54.05,45.95
PHP,tijsverkoyen | CssToInlineStyles,3400,865,4265,79.72,20.28,16690,3372,20062,83.19,16.81,1084,235,1319,82.18,17.82
PHP,nikic | PHP-Parser,157326,23622,180948,86.95,13.05,522917,95279,618196,84.59,15.41,18226,4042,22268,81.85,18.15
PHP,woocommerce | woocommerce,933629,371555,1305184,71.53,28.47,4441950,1436306,5878256,75.57,24.43,161952,71997,233949,69.23,30.77
PHP,phpDocumentor | TypeResolver,9469,7447,16916,55.98,44.02,44431,34440,78871,56.33,43.67,1595,1362,2957,53.94,46.06
PHP,erusev | parsedown,9172,844,10016,91.57,8.43,34790,3193,37983,91.59,8.41,1483,406,1889,78.51,21.49
PHP,vlucas | phpdotenv,8743,4003,12746,68.59,31.41,36843,17247,54090,68.11,31.89,1556,1072,2628,59.21,40.79
PHP,cakephp | cakephp,1168406,597429,1765835,66.17,33.83,4890245,2390904,7281149,67.16,32.84,188313,113352,301665,62.42,37.58
PHP,fideloper | TrustedProxy,1582,1076,2658,59.52,40.48,9609,4341,13950,68.88,31.12,254,175,429,59.21,40.79
PHP,sebastianbergmann | php-token-stream,8942,1725,10667,83.83,16.17,38984,6888,45872,84.98,15.02,1983,517,2500,79.32,20.68
PHP,invoiceninja | invoiceninja,840024,100326,940350,89.33,10.67,7654106,336755,7990861,95.79,4.21,157006,17701,174707,89.87,10.13
PHP,Maatwebsite | Laravel-Excel,46632,11398,58030,80.36,19.64,209192,39823,249015,84.01,15.99,8412,3637,12049,69.81,30.19
PHP,KnpLabs | snappy,8337,2130,10467,79.65,20.35,36948,8400,45348,81.48,18.52,1562,358,1920,81.35,18.65
PHP,mockery | mockery,61318,29722,91040,67.35,32.65,275999,126982,402981,68.49,31.51,10705,5611,16316,65.61,34.39
PHP,directus | directus,1318411,509579,1827990,72.12,27.88,6301591,2077855,8379446,75.20,24.80,225958,102166,328124,68.86,31.14
PHP,symfony | http-kernel,118784,32156,150940,78.70,21.30,551791,132443,684234,80.64,19.36,17129,6015,23144,74.01,25.99
PHP,myclabs | DeepCopy,7062,1045,8107,87.11,12.89,31682,4639,36321,87.23,12.77,1451,282,1733,83.73,16.27
PHP,composer | composer,643743,70807,714550,90.09,9.91,3232885,292621,3525506,91.70,8.30,50693,13736,64429,78.68,21.32
PHP,yiisoft | yii2,607094,438868,1045962,58.04,41.96,3084726,1693882,4778608,64.55,35.45,104779,57972,162751,64.38,35.62
PHP,sebastianbergmann | diff,21385,4814,26199,81.63,18.37,81151,19800,100951,80.39,19.61,3989,955,4944,80.68,19.32
PHP,squizlabs | PHP_CodeSniffer,276146,141729,417875,66.08,33.92,1095459,559236,1654695,66.20,33.80,52533,22413,74946,70.09,29.91
PHP,sebastianbergmann | php-file-iterator,1187,343,1530,77.58,22.42,4412,1358,5770,76.46,23.54,216,78,294,73.47,26.53
PHP,elastic | elasticsearch-php,57477,39163,96640,59.48,40.52,257945,166838,424783,60.72,39.28,11591,7199,18790,61.69,38.31
PHP,sebastianbergmann | php-code-coverage,32236,6431,38667,83.37,16.63,141254,26905,168159,84.00,16.00,95990,23566,119556,80.29,19.71
PHP,nrk | predis,194653,81303,275956,70.54,29.46,871922,330191,1202113,72.53,27.47,32548,18999,51547,63.14,36.86
PHP,sebastianbergmann | phpunit-mock-objects,20280,7806,28086,72.21,27.79,95634,33281,128915,74.18,25.82,4082,1747,5829,70.03,29.97
PHP,mgp25 | Instagram-API,119349,183840,303189,39.36,60.64,629065,738352,1367417,46.00,54.00,22685,25429,48114,47.15,52.85
PHP,symfony | translation,44516,15262,59778,74.47,25.53,207039,62955,269994,76.68,23.32,6877,2953,9830,69.96,30.04
PHP,symfony | console,107276,27373,134649,79.67,20.33,515173,111047,626220,82.27,17.73,16053,5401,21454,74.83,25.17
PHP,sebastianbergmann | environment,2212,1031,3243,68.21,31.79,9131,4509,13640,66.94,33.06,420,224,644,65.22,34.78
PHP,phar-io | version,4654,2479,7133,65.25,34.75,21152,10444,31596,66.95,33.05,799,573,1372,58.24,41.76
PHP,the-control-group | voyager,167757,11863,179620,93.40,6.60,1151152,43481,1194633,96.36,3.64,26481,2342,28823,91.87,8.13
PHP,doctrine | dbal,290293,72405,362698,80.04,19.96,1454501,273862,1728363,84.15,15.85,51006,16477,67483,75.58,24.42
PHP,symfony | finder,20222,6770,26992,74.92,25.08,87445,26496,113941,76.75,23.25,3760,1263,5023,74.86,25.14
PHP,hirak | prestissimo,9138,787,9925,92.07,7.93,36965,3381,40346,91.62,8.38,42268,258,42526,99.39,0.61
PHP,sebastianbergmann | global-state,4485,1255,5740,78.14,21.86,19991,5500,25491,78.42,21.58,812,290,1102,73.68,26.32
PHP,anchorcms | anchor-cms,61132,22027,83159,73.51,26.49,235829,83795,319624,73.78,26.22,12708,5410,18118,70.14,29.86
PHP,PHPOffice | PHPWord,206869,125380,332249,62.26,37.74,997026,521723,1518749,65.65,34.35,32290,25578,57868,55.80,44.20
PHP,phpmyadmin | phpmyadmin,739971,270514,1010485,73.23,26.77,3355353,1096846,4452199,75.36,24.64,150977,58757,209734,71.98,28.02
PHP,geocoder-php | Geocoder,89249,22204,111453,80.08,19.92,416295,93407,509702,81.67,18.33,13826,5536,19362,71.41,28.59
PHP,wallabag | wallabag,140810,27365,168175,83.73,16.27,693253,102531,795784,87.12,12.88,21343,5195,26538,80.42,19.58
PHP,laravel | laravel,5774,12015,17789,32.46,67.54,30178,35150,65328,46.19,53.81,1128,1248,2376,47.47,52.53
PHP,cakephp | phinx,147199,45341,192540,76.45,23.55,718060,187927,905987,79.26,20.74,23966,8910,32876,72.90,27.10
PHP,symfony | http-foundation,101442,33168,134610,75.36,24.64,461099,132448,593547,77.69,22.31,14893,6792,21685,68.68,31.32
PHP,danielmiessler | SecLists,3713,3241,6954,53.39,46.61,12984,14323,27307,47.55,52.45,849,388,1237,68.63,31.37
PHP,FriendsOfPHP | Goutte,3727,303,4030,92.48,7.52,15291,1264,16555,92.36,7.64,545,60,605,90.08,9.92
PHP,doctrine | lexer,1816,967,2783,65.25,34.75,7220,3627,10847,66.56,33.44,332,216,548,60.58,39.42
PHP,top-think | think,793,5515,6308,12.57,87.43,4506,15232,19738,22.83,77.17,214,340,554,38.63,61.37
PHP,webmozart | assert,10901,2900,13801,78.99,21.01,42457,9915,52372,81.07,18.93,1471,238,1709,86.07,13.93
PHP,doctrine | collections,13511,3965,17476,77.31,22.69,53779,15170,68949,78.00,22.00,2116,933,3049,69.40,30.60
PHP,JakubOnderka | PHP-Console-Highlighter,1567,193,1760,89.03,10.97,8563,1005,9568,89.50,10.50,431,63,494,87.25,12.75
